CB Link ID,Link Site ID,Street Address,Cross Street 1,Cross Street 2,Corner_location,Borough,Zip Code,Community Board,Council District,Site in BID,BID,Zoning,Neighborhood Tabulation Area (NTA),Census Tract (CT),Building Identification Number (BIN),Borough-Block-Lot (BBL),Latitude,Longitude,DoITT NTP Issued (A),DoITT NTP Expiration Date,In Progress/Suspended,Project Status,Location 1
LINK-012669,mn-04-135703,487 9 AVENUE,WEST 37 STREET,WEST 38 STREET,NW,Manhattan,10018,104,3,Yes,Hudson Yards/Hell's Kitchen,C1-7A,Hudson Yards-Chelsea-Flatiron-Union Square,1011100,1090062,1007350025,40.755484,-73.994921,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.755483823850675, -73.99492136770164)"
LINK-013573,qu-07-124301,41-99 MAIN STREET,MAPLE AVENUE,SANFORD AVENUE,NE,Queens,11355,407,20,No,,C1-2,Flushing,4085300,4115668,4051347503,40.755541,-73.828220,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75554131, -73.82822039)"
LINK-012547,mn-04-134568,500 9 AVENUE,WEST 38 STREET,WEST 37 STREET,,Manhattan,10018,104,3,Yes,Hudson Yards/Hell's Kitchen,C1-7A,Hudson Yards-Chelsea-Flatiron-Union Square,1011100,1083613,1007610064,40.755749,-73.994437,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.75574866, -73.99443703)"
LINK-000682,mn-06-137119,125 EAST 49 STREET,LEXINGTON AVENUE,3 AVENUE,NEC,Manhattan,10022,106,4,Yes,East Midtown,C6-6,Turtle Bay-East Midtown,1010000,1036441,1013040020,40.755800,-73.972519,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.75579986, -73.97251944)"
LINK-012359,mn-06-121688,966 1 AVENUE,EAST 53 STREET,EAST 54 STREET,NE,Manhattan,10022,106,4,No,,C1-5,Turtle Bay-East Midtown,1008603,1040162,1013657501,40.755812,-73.964595,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.75581174, -73.96459519)"
LINK-001473,qu-03-125399,85-10 NORTHERN BOULEVARD,86 STREET,85 STREET,SWC,Queens,11372,403,25,No,,C1-2,Jackson Heights,4028100,4035201,4014330003,40.755835,-73.881778,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.755835, -73.881778)"
LINK-010830,mn-06-121687,353 EAST 53 STREET,1 AVENUE,2 AVENUE,,Manhattan,10022,106,4,No,,C1-5,Turtle Bay-East Midtown,1009800,1039836,1013460023,40.755876,-73.964925,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.7558757, -73.96492547)"
LINK-010703,mn-06-121684,976 1 AVENUE,EAST 54 STREET,EAST 53 STREET,SE,Manhattan,10022,106,4,No,,C1-5,Turtle Bay-East Midtown,1008603,1076281,1013657502,40.756264,-73.964182,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.7562636, -73.96418188)"
LINK-010650,mn-06-138509,397 EAST 54 STREET,1 AVENUE,2 AVENUE,NE,Manhattan,10022,106,4,No,,C1-5,Turtle Bay-East Midtown,1010601,1085122,1013660001,40.756298,-73.963978,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.75629836, -73.96397801)"
LINK-013572,qu-07-124297,41-60 MAIN STREET,SANFORD AVENUE,MAPLE AVENUE,SW,Queens,11355,407,20,No,,C1-2,Flushing,4084900,4467591,4051210020,40.756498,-73.828837,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.756498398251, -73.82883670171623)"
LINK-020944,qu-03-GF44186,91-01 Northern Boulevard,91 St,92 St,NE,Queens,11369,403,25,No,,C8-1,Jackson Heights,4035100,4000000,4014210040,40.756566,-73.876859,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.756566, -73.876859)"
LINK-000341,mn-06-139576,850 3Rd AVENUE,3 AVENUE,LEXINGTON AVENUE,NWC,Manhattan,10022,106,4,Yes,East Midtown,C6-6,Turtle Bay-East Midtown,1010000,1036462,1013060033,40.756577,-73.970470,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.756577, -73.97047)"
LINK-020898,qu-03-GF44140,92-01 Northern Blvd,Northern Blvd,32 Avenue,NE,Queens,11369,403,21,No,,C8-1,Jackson Heights,4035100,4034862,4014220034,40.756741,-73.876043,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75674064490062, -73.87604344901206)"
LINK-012073,qu-07-124309,41-57 MAIN STREET,SANFORD AVENUE,41 ROAD,NE,Queens,11355,407,20,Yes,Downtown Flushing,C1-2,Flushing,4085300,4309523,4050437501,40.756817,-73.828734,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75681671, -73.8287341)"
LINK-013635,qu-07-124381,41-77 KISSENA BOULEVARD,BARCLAY AVENUE,SANFORD AVENUE,NE,Queens,11355,407,20,Yes,Downtown Flushing,C4-2,Flushing,4085300,4114293,4050450001,40.757301,-73.827199,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.75730113, -73.82719918)"
LINK-011890,qu-07-124307,41-02 MAIN STREET,41 AVENUE,41 ROAD,SW,Queens,11355,407,20,Yes,Downtown Flushing,C1-2,Flushing,4084900,4114233,4050410030,40.758039,-73.829518,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75803855, -73.82951793)"
LINK-014174,mn-04-107752,400 WEST 42 STREET,9 AVENUE,DYER AVENUE,SW,Manhattan,10036,104,3,Yes,Hudson Yards/Hell's Kitchen,C6-4,Clinton,1011500,1000000,1010510035,40.758447,-73.992913,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Temporarily Suspended,Ready to Install,"(40.75844734, -73.99291322)"
LINK-012859,mn-06-121770,1063 2 AVENUE,EAST 56 STREET,EAST 57 STREET,NW,Manhattan,10022,106,4,Yes,East Midtown,C1-9,Turtle Bay-East Midtown,1010800,1090233,1013307502,40.758777,-73.965840,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.75877707, -73.9658397)"
LINK-011360,qu-07-124361,40-28 MAIN STREET,40 ROAD,41 AVENUE,SW,Queens,11354,407,20,Yes,Downtown Flushing,C4-2,Flushing,4087100,4114142,4050370055,40.758823,-73.829903,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75882301, -73.82990305)"
LINK-012865,mn-06-121773,1077 2 AVENUE,EAST 57 STREET,EAST 56 STREET,SW,Manhattan,10022,106,4,Yes,East Midtown,C1-9,Turtle Bay-East Midtown,1010800,1090233,1013307502,40.759234,-73.965504,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.75923366, -73.96550379)"
LINK-012940,qu-07-124304,40-02 MAIN STREET,ROOSEVELT AVENUE,40 ROAD,SW,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4087100,4114119,4050360036,40.759415,-73.830193,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75941547, -73.83019262)"
LINK-013591,qu-07-124371,136-02 Roosevelt Ave,MAIN STREET,PEDESTRIAN WALK,SE,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4085300,4113548,4050190011,40.759609,-73.829725,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75960874, -73.82972463)"
LINK-013201,qu-07-124364,39-15 MAIN STREET,39 AVENUE,ROOSEVELT AVENUE,NE,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4087100,4112487,4049800001,40.759705,-73.830084,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75970465, -73.83008424)"
LINK-011893,qu-07-124356,,UNION STREET,BOWNE STREET,SW,Queens,11354,407,20,No,,C1-2,Flushing,4086500,4113289,4050100020,40.763828,-73.827982,05/03/2018 12:00:00 AM,11/03/2018 12:00:00 AM,In Progress,Ready for ConEd,"(40.76382803, -73.8279816)"
LINK-000161,mn-05-122549,1592 BROADWAY,WEST 48 STREET,WEST 47 STREET,SEC,Manhattan,10036,105,4,Yes,Times Square,C6-7T,Midtown-Midtown South,1012500,1024757,1010197501,40.759942,-73.984756,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.759942, -73.984756)"
LINK-014672,qu-07-124317,39-02 MAIN STREET,39 AVENUE,ROOSEVELT AVENUE,SW,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4087100,4112326,4049760048,40.760121,-73.830515,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76012144, -73.83051513)"
LINK-013230,qu-07-124353,136-19 39th AVENUE,MAIN STREET,138 STREET,NE,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4087100,4534816,4049787501,40.760275,-73.830258,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76027531, -73.83025832)"
LINK-012794,mn-04-134579,663 9 AVENUE,WEST 46 STREET,WEST 45 STREET,NE,Manhattan,10036,104,3,No,,C1-5,Clinton,1012100,1026456,1010550035,40.760926,-73.990959,01/23/2018 12:00:00 AM,07/23/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76092634, -73.99095944)"
LINK-012297,mn-08-138568,344 EAST 61 STREET,1 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,SW,Manhattan,10065,108,5,No,,C8-4,Lenox Hill-Roosevelt Island,1011000,1044211,1014350030,40.760946,-73.961397,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Active!,"(40.76094634, -73.96139743)"
LINK-013634,qu-07-124316,37-29 MAIN STREET,38 AVENUE,37 AVENUE,NE,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4087100,4112470,4049780001,40.760977,-73.830720,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.7609766, -73.83072047)"
LINK-012367,mn-08-121705,355 EAST 61 STREET,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,,Manhattan,10065,108,5,No,,C2-8,Lenox Hill-Roosevelt Island,1011000,1044235,1014360023,40.760990,-73.961215,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.76099046, -73.96121478)"
LINK-012618,mn-08-135076,1126 1 AVENUE,EAST 62 STREET,EAST 61 STREET,SE,Manhattan,10065,108,5,No,,C8-4,Lenox Hill-Roosevelt Island,1010602,1045288,1014560046,40.761267,-73.960620,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Active!,"(40.76126735, -73.96062004)"
LINK-013623,qu-07-124284,37-02 MAIN STREET,37 AVENUE,38 AVENUE,SW,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,Flushing,4087100,4112290,4049740027,40.761430,-73.831167,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76142994, -73.83116679)"
LINK-013760,mn-08-121697,400 EAST 63 STREET,1 AVENUE,YORK AVENUE,SE,Manhattan,10065,108,5,No,,C1-9,Lenox Hill-Roosevelt Island,1010602,1045317,1014570045,40.761993,-73.959998,04/24/2018 12:00:00 AM,10/24/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.76199324, -73.95999822)"
LINK-012685,mn-04-135797,656 10 AVENUE,WEST 46 STREET,WEST 47 STREET,NE,Manhattan,10036,104,3,No,,C2-5,Clinton,1012700,1081664,1010560001,40.762336,-73.993368,05/03/2018 12:00:00 AM,11/03/2018 12:00:00 AM,In Progress,DOT In Progress,"(40.76233629, -73.99336769)"
LINK-012671,mn-08-135119,1166 1 AVENUE,EAST 64 STREET,EAST 63 STREET,SE,Manhattan,10065,108,5,No,,C1-9,Lenox Hill-Roosevelt Island,1010602,1045387,1014580045,40.762595,-73.959649,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.76259531, -73.95964853)"
LINK-012159,qu-07-141962,161-03 NORTHERN BOULEVARD,161 STREET,CROCHERON AVENUE,NE,Queens,11358,407,19,No,,C1-2,Murray Hill,4117100,4119429,4052817501,40.762653,-73.804478,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76265343, -73.80447791)"
LINK-000171,mn-05-122535,1657 BROADWAY,WEST 52 STREET,WEST 51 STREET,NWC,Manhattan,10019,105,3,Yes,Times Square,C6-7,Midtown-Midtown South,1013100,1024817,1010230018,40.762670,-73.983374,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.76267, -73.983374)"
LINK-014449,qu-07-124424,160-02 NORTHERN BOULEVARD,160 STREET,161 STREET,MIDBLOCK,Queens,11358,407,20,No,,C1-2,Murray Hill,4117100,4120445,4053350048,40.762730,-73.805388,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76272985, -73.80538763)"
LINK-010864,mn-05-121870,62 EAST 59 STREET,PARK AVE,MADISON AVE,SWC,Manhattan,10022,105,4,Yes,East Midtown,C5-3,Midtown-Midtown South,1011202,1036084,1012940037,40.762997,-73.970160,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76299719, -73.97016041)"
LINK-011022,qu-07-140184,158-14 NORTHERN BOULEVARD,159 STREET,158 STREET,MIDBLOCK,Queens,11358,407,20,No,,C1-2,Murray Hill,4117100,4119366,4052770025,40.763140,-73.806597,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76314008, -73.8065974)"
LINK-013585,qu-07-124339,135-25 NORTHERN BOULEVARD,MAIN STREET,PRINCE STREET,NW,Queens,11354,407,20,No,,C2-2,Flushing,4086900,4112125,4049580055,40.763163,-73.832288,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76316325, -73.83228829)"
LINK-012553,mn-08-135869,1208 1 AVENUE,EAST 65 STREET,EAST 66 STREET,NE,Manhattan,10065,108,5,No,,C1-9,Lenox Hill-Roosevelt Island,1011600,1045391,1014600001,40.763433,-73.959039,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.76343296, -73.95903881)"
LINK-010598,qu-07-130506,35-27 FARRINGTON STREET,35 AVENUE,NORTHERN BOULEVARD,MIDBLOCK,Queens,11354,407,20,No,,C2-2,Flushing,4086900,4311689,4049590004,40.763461,-73.831292,03/15/2018 12:00:00 AM,09/15/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76346093, -73.83129225)"
LINK-011804,qu-07-144732,137-35 NORTHERN BOULEVARD,LINDEN PLACE,LEAVITT STREET,SW,Queens,11354,407,20,No,,C2-2,Flushing,4086900,4112147,4049600001,40.763646,-73.830098,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76364577, -73.8300977)"
LINK-014620,qu-07-124421,155-14 ROOSEVELT AVENUE,NORTHERN BOULEVARD,155 STREET,MIDBLOCK,Queens,11354,407,20,No,,C1-2,Murray Hill,4117100,4119346,4052750132,40.763955,-73.809483,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76395477, -73.80948298)"
LINK-000546,mn-04-122607,881 8 Avenue,53rd St,52nd St,SEC,Manhattan,10019,104,3,Yes,Times Square,C6-4,Clinton,1013300,1025323,1010437502,40.764105,-73.984933,04/12/2018 12:00:00 AM,10/12/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76410523, -73.98493289)"
LINK-012804,mn-08-135072,1225 1 AVENUE,EAST 66 STREET,EAST 67 STREET,NW,Manhattan,10065,108,5,No,,C1-9,Lenox Hill-Roosevelt Island,1011800,1044741,1014410023,40.764183,-73.958800,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.7641826, -73.95879959)"
LINK-014632,qu-07-137929,35-34 PARSONS BOULEVARD,NORTHERN BOULEVARD,35 AVENUE,NW,Queens,11354,407,20,No,,C1-2,Flushing,4116100,4113179,4050020074,40.764834,-73.823610,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76483366, -73.82361026)"
LINK-013142,qu-07-124357,144-73 NORTHERN BOULEVARD,146 STREET,PARSONS BOULEVARD,NW,Queens,11354,407,20,No,,C1-2,Murray Hill,4116300,4113195,4050030041,40.765067,-73.820900,03/30/2018 12:00:00 AM,09/30/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76506671, -73.82089974)"
LINK-013627,qu-07-124349,150-32 NORTHERN BOULEVARD,150 PLACE,150 STREET,SE,Queens,11354,407,20,No,,C2-2,Murray Hill,4115700,4114069,4050330014,40.765068,-73.813888,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76506827, -73.81388841)"
LINK-010426,qu-07-138935,35-97 146 STREET,NORTHERN BOULEVARD,35 AVENUE,NE,Queens,11354,407,20,No,,C1-2,Murray Hill,4116300,,4050040001,40.765136,-73.820636,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76513575, -73.82063559)"
LINK-013673,mn-08-120952,1259 1 AVENUE,EAST 68 STREET,EAST 67 STREET,SW,Manhattan,10065,108,5,No,,R8B,Lenox Hill-Roosevelt Island,1011800,1086891,1014420015,40.765193,-73.958062,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.76519297, -73.95806217)"
LINK-013153,qu-07-124348,147-50 NORTHERN BOULEVARD,149 STREET,147 STREET,SW,Queens,11354,407,20,No,,C1-2,Murray Hill,4116300,4000000,4050160039,40.765252,-73.817446,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76525205, -73.81744596)"
LINK-000561,mn-05-119839,235 West 56St,8 AVENUE,BROADWAY,NE,Manhattan,10019,105,3,No,,C6-6,Midtown-Midtown South,1013700,1070014,1010287501,40.765997,-73.983117,02/12/2018 12:00:00 AM,08/12/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.76599679, -73.98311691)"
LINK-012376,mn-08-121861,24 EAST 63 STREET,Madison Ave,5 Ave,MIDBLOCK,Manhattan,10065,108,4,Yes,Madison Avenue,C5-1,Upper East Side-Carnegie Hill,1011401,1040908,1013770058,40.766216,-73.969979,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,In Progress,Ready to Install,"(40.766215508783006, -73.9699786709761)"
LINK-013874,mn-04-122376,831 9 AVENUE,9 AVENUE,10 AVENUE,NE,Manhattan,10019,104,3,No,,C1-5,Clinton,1013900,1026797,1010640036,40.766576,-73.986850,01/23/2018 12:00:00 AM,07/23/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.76657579, -73.98684952)"
LINK-012687,mn-04-137819,815 10 AVENUE,WEST 54 STREET,WEST 55 STREET,,Manhattan,10019,104,6,No,,C2-7,Clinton,1013500,1087122,1010830029,40.767343,-73.989984,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.76734327, -73.98998428)"
LINK-000379,mn-04-122486,893 9Th Ave,9TH AVE,57th St,SWC,Manhattan,10019,104,3,No,,C1-8,Clinton,1013900,1026889,1010670033,40.768539,-73.985417,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.76853894, -73.98541658)"
LINK-021026,qu-01-GF44268,24-14 STEINWAY STREET,Astoria Blvd South,28 Ave,SW,Queens,11103,401,22,No,,C2-3,Astoria,4014300,4010271,4006540053,40.768637,-73.911235,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.768637114352885, -73.91123520945246)"
LINK-012692,mn-04-135891,861 10 AVENUE,WEST 57 STREET,WEST 56 STREET,,Manhattan,10019,104,6,No,,C2-7,Clinton,1013500,1027066,1010850036,40.769010,-73.988771,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.76900977, -73.98877128)"
LINK-013526,qu-01-125165,37-02 ASTORIA BOULEVARD SOUTH,37 STREET,38 STREET,SE,Queens,11103,401,22,No,,C2-3,Astoria,4006502,4010183,4006530043,40.769096,-73.912837,05/29/2018 12:00:00 AM,11/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.76909552, -73.912837)"
LINK-014205,mn-08-107971,1410 1 AVENUE,EAST 74 STREET,EAST 75 STREET,MIDBLOCK,Manhattan,10021,108,5,No,,C1-9,Lenox Hill-Roosevelt Island,1013200,1045891,1014697501,40.769506,-73.954609,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.76950566, -73.95460936)"
LINK-010774,mn-04-122477,890 10 AVENUE,WEST 58 STREET,WEST 59 STREET,,Manhattan,10019,104,3,No,,C4-7,Lincoln Square,1014500,1082718,1010680001,40.769861,-73.987884,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.7698608, -73.98788406)"
LINK-010694,mn-08-121141,17 EAST 69 STREET,MADISON AVENUE,5 AVENUE,,Manhattan,10021,108,4,Yes,Madison Avenue,C5-1,Upper East Side-Carnegie Hill,1012200,1041297,1013847502,40.769954,-73.966986,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.76995359443586, -73.96698636625769)"
LINK-021089,qu-01-146089,30-01 ASTORIA BOULEVARD,30 STREET,31 STREET,MIDBLOCK,Queens,11102,401,22,No,,C4-3,Old Astoria,4006900,4017392,4008380014,40.770360,-73.918895,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.7703598875047, -73.91889467796761)"
LINK-021013,qu-01-146090,28-11 ASTORIA BOULEVARD,27 STREET,29 STREET,MIDBLOCK,Queens,11102,401,22,No,,C1-3,Old Astoria,4006900,4431076,4008390012,40.770747,-73.920354,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,Installed,Link Active!,"(40.77074708, -73.92035427)"
LINK-021014,qu-01-146088,25-35 ASTORIA BOULEVARD,27 STREET,CRESCENT STREET,NW,Queens,11102,401,22,No,,C1-3,Old Astoria,4006900,4018497,4008610001,40.771055,-73.921496,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.77105459928025, -73.92149600805362)"
LINK-012777,mn-08-135261,1496 1 AVENUE,EAST 78 STREET,EAST 79 STREET,NE,Manhattan,10075,108,5,No,,C1-9,Lenox Hill-Roosevelt Island,1013200,1046011,1014737503,40.771755,-73.952962,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.77175544, -73.95296249)"
LINK-020949,qu-01-146087,21-04 NEWTON AVENUE,ASTORIA BOULEVARD,23 STREET,SW,Queens,11102,401,22,No,,C2-3,Old Astoria,4007100,4458141,4005430015,40.772033,-73.925778,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,Installed,Link Active!,"(40.772033138878896, -73.92577772187684)"
LINK-014433,mn-08-121031,34 EAST 73 STREET,MADISON AVENUE,PARK AVENUE,SE,Manhattan,10021,108,4,Yes,Madison Avenue,C5-1,Upper East Side-Carnegie Hill,1013000,1041472,1013870050,40.772373,-73.964839,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.77237316, -73.96483887)"
LINK-012431,mn-08-120848,341 EAST 79 STREET,1 AVENUE,2 AVENUE,NW,Manhattan,10075,108,5,No,,C1-5,Yorkville,1013800,1049252,1015420023,40.772528,-73.952898,01/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.77252775511779, -73.95289848184092)"
LINK-012583,mn-08-135249,1540 1 AVENUE,EAST 80 STREET,EAST 81 STREET,NE,Manhattan,10075,108,5,No,,C1-9,Yorkville,1013600,1050360,1015600001,40.773093,-73.951993,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.77309333, -73.95199286)"
LINK-010704,mn-08-121029,29 EAST 74 STREET,MADISON AVENUE,5 AVENUE,NW,Manhattan,10021,108,4,Yes,Madison Avenue,C5-1,Upper East Side-Carnegie Hill,1013000,1041644,1013890017,40.773213,-73.964610,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.77321253, -73.96461035)"
LINK-013660,mn-08-120858,1562 1ST AVENUE,1 AVENUE,YORK AVENUE,NE,Manhattan,10028,108,5,No,,C1-9,Yorkville,1013600,1050385,1015610001,40.773731,-73.951525,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.77373119, -73.95152513)"
LINK-000925,mn-07-134458,1976 BROADWAY,BROADWAY,COLUMBUS CIRCLE,SEC,Manhattan,10023,107,6,Yes,Lincoln Square,C4-7,Lincoln Square,1015300,1028840,1011387501,40.774488,-73.981875,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.77448802, -73.98187499)"
LINK-012776,mn-08-135257,1592 1 AVENUE,EAST 83 STREET,EAST 82 STREET,SE,Manhattan,10028,108,5,No,,C1-9,Yorkville,1013600,1050443,1015620045,40.774791,-73.950753,01/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.77479147, -73.95075341)"
LINK-013659,mn-08-120854,401 EAST 83 STREET,1 AVENUE,YORK AVENUE,NE,Manhattan,10028,108,5,No,,C1-9,Yorkville,1013600,1050449,1015630001,40.774958,-73.950615,01/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.77495835, -73.9506146)"
LINK-012303,mn-08-137189,1601 1 AVENUE,EAST 83 STREET,EAST 84 STREET,NW,Manhattan,10028,108,5,No,,C1-9,Yorkville,1013800,1049931,1015460023,40.775094,-73.950832,01/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.77509364, -73.95083219)"
LINK-012483,mn-08-121044,40 EAST 78 STREET,MADISON AVENUE,PARK AVENUE,,Manhattan,10075,108,4,Yes,Madison Avenue,C5-1,Upper East Side-Carnegie Hill,1014200,1072068,1013927501,40.775540,-73.962512,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.77554038, -73.96251162)"
